"archive","folder","page","period","year","month","quarter","area","region","province","district","station","direction","transport","good","description","origin","quantity","unit"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","leaving from nt","water","shea butter","","",135,"loaves"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","leaving from nt","water","native beans","","",68,"50 lb loads"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","leaving from nt","water","goats|sheep","","",9,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","leaving from nt","water","fowls","","",85,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","leaving from nt","water","corn|wheat","","",7,"50 lb loads"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","salt","","",1792,"bags"
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","soap","","european",3,"cases"
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","drinkables","","european",6,"cases"
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","sugar","","european",4,"cases"
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","cotton goods","","european",41,"cases|loads"
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","kerosene","","european",4,"tins"
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","tobacco","","european",1,"bundles|loads"
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","basins|plates","","european",5,""
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","pipes","","european",7,"cases"
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","twine bundles","","european",11,"loads"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from right to left bank","land","personal effects","","",305,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from left to right bank","land","personal effects","","",1313,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","bags shipped up river","","",391,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","bags sold locally","","",1381,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","bags used in refilling","","",20,""
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","mixed goods","","european",41,"cases"
"praad","adm64/5/1","23-24","month",1909,"2","","district","northern territories","","salaga","","coming into nt","water","provisions","","european",3,"cases"
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from right to left bank","land","kola","","",2651,"loads"
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from right to left bank","land","salt","","",972,"bags"
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from right to left bank","land","donkeys","with loads","",145,""
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from right to left bank","land","horses","","",1,""
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from right to left bank","land","cloth","","",8,"loads"
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from left to right bank","land","cattle","","",40,""
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from left to right bank","land","goats|sheep","","",855,""
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from left to right bank","land","horses","","",7,""
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from left to right bank","land","donkeys","with loads","",115,""
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from left to right bank","land","mats","","",15,"loads"
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from left to right bank","land","native soap","","",54,"loads"
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from left to right bank","land","skins","","",54,"loads"
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from left to right bank","land","fowls","","",24,""
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","from left to right bank","land","shea butter","","",186,""
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","leaving from nt","water","shea butter","","",85,"loaves"
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","leaving from nt","water","silk cotton","","",1,"bags"
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","leaving from nt","water","native beans","","",39,"50 lb loads"
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","leaving from nt","water","mats","","",2,""
"praad","adm64/5/1","21-22","month",1909,"3","","district","northern territories","","salaga","","leaving from nt","water","rubber","","",1,"50 lb loads"
